uuid,title,notes,type,status,trashed,start,startDate,deadline,creationDate,stopDate,project_name,area_name,heading_name
LUmVCP6YNHiYekU1nDAHcJ,"除了vault， 是否还有其他数据依赖，导致在使用应用时两个工作区没有真正隔离","",0,0,0,1,,,1777021640.20499,,,,"工作区"
GYFEoqHKVps2Y7Pv5C6Ypb,"runtime发现","",0,0,0,1,,,1777021975.34265,,,,runtime
DFtrETV7ECKYrSmWfez8ak,"runtime工具自动更新","",0,0,0,1,,,1777021981.64404,,,,runtime
E9D5by69WB8XpNJwmugBRy,"agent配置skills等等之后，怎么在对应的runtime生效的","",0,0,0,1,,,1777026265.63893,,,,"阅读器"
CyoJv1FKntvKU9M9sBuYuG,"借助git，你能随时看到git的diff变更，你可以随时自己主动的通过ai自动提交，这样ai会根据当前暂存区的内容做提交，","",0,0,0,1,,,1777037906.13177,,,,"如何做跟踪"
Juav4LPUiA84TRsSBoNYGG,"做了什么任务","",0,0,0,1,,,1777041173.04797,,,,"操作记录"
HSWu2jrEiJ7nytHs12qe3W,"读了什么","",0,0,0,1,,,1777049880.10268,,,,"操作记录"
2myYTKW9dc4mvPWTD1AdLY,"写了什么笔记","",0,0,0,1,,,1777049892.5412,,,,"操作记录"
T97BhMv3g9XrGk368E2W2D,"偏向分析和建议","",0,0,0,1,,,1777049908.13267,,,,"回顾"
VMUcpigUaLBLq7CAxxcgrg,"偏向纪实","",0,0,0,1,,,1777049913.52372,,,,"操作记录"
BprVooF9gC7qFizA7EfZGU,"","",0,0,0,1,132795648,,1777135833.97735,,,,
YQUduweNbU6FXStGzvSPig,"拍照存储物品","",0,0,0,1,,,1777190303.34388,,,,"手机应用做什么"
8VkuvkEDTBiXCrrsBZVBi3,"先实现LLM接口","",0,0,0,1,,,1777355765.00301,,,,"不需要agent的llm"
47btGt3HWao2Ys9UxrNvUa,"然后实现一个通用的只做prompt来，输出结果的单次对话的接口，提供给应用内所有的地方","",0,0,0,1,,,1777355774.23323,,,,"不需要agent的llm"
GrSJrJMyXa2rSGvh4hR7YV,"每次点开任务的对话，都会重新流式一遍","",0,0,0,1,132797952,,1778600629.97302,,,,
EF7LpaeEFqQbBeFDpXEN3t,"ai会话做成插件，可以直接画ui？ 还是说应该让Dashboard或者review接管","",0,0,0,1,132798080,,1778650008.83281,,,,
7GP6T7SEH7EaZQNJMkQdtq,"基于第一性原理，AI生图，生视频，生成文章，剧本等等一切，都能拆分成各种结构，对应的结构又可以进行枚举，组合生成巨量的提示词模板。通过这样的方式建立评测系统，或者拥有一个持续运转的系统筛选出自己喜欢的风格。","",0,0,0,1,132798208,,1778741083.4516,,,,
MRTLC4VX5rCo2WPJqSseTv,"做一个导入音频，改造成各种风格的乐曲的应用","假如PVZ的僵尸来自不同国家... 假如PVZ的僵尸来自不同... http://xhslink.com/o/9Jcbu5KnF6v 
先复制一下，打开【小红书】看看这篇好文！",0,0,0,1,132800384,,1780231697.70811,,,,
CecRah2ginYequMuYhprLx,"收纳系统性学习","",0,0,0,1,132800640,,1780289887.25723,,,,
15eDouyu68WzdkAo7hLy5q,"商店图","",0,0,0,1,,,1782307647.67267,,,,"上架"
7gwWLpkwuLd4C94EQp2w56,"AI能力封装","",0,0,0,1,,,1782307653.07103,,,,"上架"
E7HdqsCCHDNF7oJFRKfXu4,"用户注册？","",0,0,0,1,,,1782307662.51456,,,,"上架"
MFDcJ4fJDbouRGdcJabgss,"数据上报分析","",0,0,0,1,,,1782307673.92186,,,,"上架"
2XWMt4WsppH3GEpXFTFdep,"模板","",0,0,0,1,,,1782357692.86433,,,,"功能走查"
BoBtf6QadjuQmXFS1nD9pr,"装饰","",0,0,0,1,,,1782357700.09198,,,,"功能走查"
CELL8T5S5uJv3dGnkgK73q,"物料","",0,0,0,1,,,1782365367.98345,,,,"成就系统"
HKZwCY1F8B8Gx3TA8UDMjH,"在中国注册公司有哪些需要知道的事","",0,0,0,1,,,1767356002.70751,,"一人公司准备",,
NXR33VAyLi77zY25FHS1Y8,"agent 应该要有一个看板能看到 agent 做了哪些事情","",0,0,0,1,,,1775894047.32247,,orbit,,
DAamYKtt5mQgNJoWTHWtKo,"通过ai来制作某个知识的教学图册，并能通过这个图册学习之后再拆分输出成教学视频","",0,0,0,1,,,1764763917.47964,,"如何学习",,
GfnemvVcnasP4M43T5RzGT,"问ai",https://gemini.google.com/app/03c7cc028c001069,0,0,0,1,,,1764764357.15343,,"如何学习",,
WQBfzkwnijVuyFnA3bnZnz,"从ai的回答结构中去学习思考框架","",0,0,0,1,,,1764921164.09761,,"如何学习",,
YBJ5WDX14B1MUuJzWq5dAV,"每一次学习的过程中，需要了解到这个知识引出的一连串知识都有什么样的原理和研究成果来支撑，在所在的领域是一个什么位置，不断的得到一个丰富的知识地图","",0,0,0,1,,,1764924524.87577,,"如何学习",,
6qbCJQhwxpjYTmkdiHnJdh,"通过网络上的课程大纲，输出给ai，让他来写一个完整的内容",https://gemini.google.com/app/2cf9670951086586,0,0,0,1,,,1764924627.24558,,"如何学习",,
LbMxoUcfKY3WzeYUpTh6uz,"如何学习做一个自媒体的知识型博主？",https://gemini.google.com/app,0,0,0,1,,,1764924774.91035,,"如何学习",,
6czf5b89uoVhsAxfdvEKLg,"如何熟练的画一个信息量很大的信息图","",0,0,0,1,,,1766736399.2078,,"如何学习",,
ATxDzk4DecKqcJGjXA3JKB,"让orbit的chrome 插件，让浏览器文章变成阅读性强的多彩标注能力","",0,0,0,1,,,1775634339.47555,,"想法",,
44Xon6cngPwvMSBMYHXKaQ,"做一个画布是像树一样生长的，节点从一堆文章中分析出一些关键概念，可以从关键概念开始继续提问","",0,0,0,1,,,1775634463.48084,,"想法",,
DBgFhhMXd6TKs2g37SHJ9f,"chat过程中，生成知识图谱","",0,0,0,1,,,1775634536.35684,,"想法",,
GfYWo5yKyMqPLcAbnkX54m,"知识图谱不是单个的，可以从多个角度来做多个图谱","",0,0,0,1,,,1775634568.50148,,"想法",,
Drm5XeEpsi5SkoBcDKF32s,"在obsidian里使用excalidraw","",0,0,0,1,,,1765277884.67656,,"学习obsidian",,
HJWHwPh3cX6N69T8LecJFo,quickadd,"",0,0,0,1,,,1765278820.29535,,"学习obsidian",,
4WMbCX8Aqf9jqQqGyqz2rk,"搞一下周记本","",0,0,0,1,,,1765725975.2885,,"学习obsidian",,
9MB6Jhm2a985mDZBdCtbiy," 整理obsidian的流程，分解成多个永久卡片，并写一个MOC","",0,0,0,1,,,1765724904.237,,"学习obsidian",,
5P8NGfPLSrPVF2W39AHmY3,day1,"",0,0,0,1,,,1764906205.72741,,"25天谷歌agents学习挑战",,
H9y7yWQb1EK3pUYKVDUmAf,"提问","",0,0,0,1,,,1764914194.16277,,"25天谷歌agents学习挑战",,
X5hrenqPXi1wLBjuQe8i7M,"coding agent",https://gemini.google.com/app/ef13a80410d2a33a,0,0,0,1,,,1765337688.81372,,"25天谷歌agents学习挑战",,
PnGBDY2MjMUcGqwiAzwoc8,"继续分解 adk 的源码，直到实现一个 agent 框架 demo","",0,0,0,1,,,1765380805.44572,,"25天谷歌agents学习挑战",,
FiZcnD65k8P4crrq4pyu37,"看 adk 的源码，画出路线图","",0,0,0,1,,,1765380790.37602,,"25天谷歌agents学习挑战",,
C99sFwveJ29X3ea8YVL41D,"写 km 文章","",0,0,0,1,,,1765380827.45488,,"25天谷歌agents学习挑战",,
MmVwpbhRSi7NmgHXR1pVe3,"鞋狗","",0,0,0,1,,,1766408916.26737,,"速读书单",,
FSU9w3M5sjGi1q4jheqatp,"反倦怠能量站","",0,0,0,1,,,1766578871.04159,,"速读书单",,
81TyXK13dofQRFL7YBmL9V,"微习惯","",0,0,0,1,,,1766578892.73243,,"速读书单",,
9cYfdnm76f89NNBQzA2Nx3,"贪婪的多巴胺","",0,0,0,1,,,1766578899.2768,,"速读书单",,
SRdfg7eC1PHmckVy6QrE63,"聪明的投资者","",0,0,0,1,,,1766578957.19357,,"速读书单",,
XNXPqrajf3cLzU9EBjqfQa,"金钱心理学","",0,0,0,1,,,1766578962.97627,,"速读书单",,
Rs2MxzqP8BXSDizM3fxDvy,"股票大作手回忆录","",0,0,0,1,,,1766578968.52929,,"速读书单",,
FuzPcbBafNmXh4cx1ToASg,"大衰退","",0,0,0,1,,,1766578976.41515,,"速读书单",,
Jo6NZxwiNUkw3AAWd1fFNC,"投资中我相信的事","",0,0,0,1,,,1766578985.30654,,"速读书单",,
HuSFevn6cindAUxz3ZcJrS,"不上班的这几年","",0,0,0,1,,,1766578997.19927,,"速读书单",,
VDYcBxbd7g1v36A15HB6Zq,"从内耗到心流","",0,0,0,1,,,1766579047.16779,,"速读书单",,
BcCuppD93HL7qfZsJH5tjE,"好好学习","",0,0,0,1,,,1766579414.35126,,"速读书单",,
H7CE8zqf6jTgTDjVu8zHQn,"东京8平米","",0,0,0,1,,,1766736189.97173,,"速读书单",,
Ff54VeHzmPhdQ9ummRFpVx,"美丽新世界","",0,0,0,1,,,1767000168.01758,,"速读书单",,
HpLmWZCffdH9U3C4E6Whcf,"一九八四","",0,0,0,1,,,1767000172.65177,,"速读书单",,
Kec1foaXR4BLCJVHFpU2b9,"用notebooklm速读了100本书之后，我悟了","根据100本书的目录大纲和notebooklm中的ppt讲述内容的模式进行对比，去发现notebooklm怎么去把一本书的知识组织成ppt",0,0,0,1,,,1767004610.61943,,"速读书单",,
SJipneNavu8tAWvvr1MxK6,"万维钢的书","",0,0,0,1,,,1767171689.00618,,"速读书单",,
XTCyc7yc8LkouGYrT3HLmb,"黑天鹅","",0,0,0,1,,,1767269533.29443,,"速读书单",,
GpuTwbyiZY6uyDm7XauuJy,"反脆弱","",0,0,0,1,,,1767269546.85686,,"速读书单",,
HfYDKuB6VomBwsa6SrdcwS,"非对称风险","",0,0,0,1,,,1767269593.79115,,"速读书单",,
XGgYijdh4ua4qDNeAi3E9N,"随机漫步的傻瓜","",0,0,0,1,,,1767269604.48592,,"速读书单",,
51qBLCCd5dCrJEkGxTxDqj,"肥尾效应","",0,0,0,1,,,1767269694.9224,,"速读书单",,
Tsd2zjKssnnpGm5PsUFvrr,"枪炮、病菌与钢铁","",0,0,0,1,,,1767425999.2378,,"速读书单",,
XYFbikJmwVbzYCoHUwfSse,"Range: Why Generalists Triumph In A Specialized World","",0,0,0,1,,,1767437659.91577,,"速读书单",,
N9c1Huu2pRwyzS6cPwTHYT,"Seven Stages of Money Maturity","",0,0,0,1,,,1767437672.58992,,"速读书单",,
WY7YPh6GFpoZZQhdvdr8wz,Mindsight,"",0,0,0,1,,,1767437716.0462,,"速读书单",,
LEJ5nHihG2bawuw5fzhdka,"Good Energy","",0,0,0,1,,,1767437721.1616,,"速读书单",,
7kv4y2orzY6c4q5ar7bRdm,https://member.onenewbite.com/c/9ef217/2025,"",0,0,0,1,,,1767437725.19617,,"速读书单",,
T3T1EpuXR1wzoy4T5D7JvY,"Just Keep Buying","",0,0,0,1,,,1767437734.04638,,"速读书单",,
YC5D9AeB86dLktcSaWVa77,"Hidden Potential","",0,0,0,1,,,1767437740.25647,,"速读书单",,
6v6tZc5oJk6cDSemFT7MSH,"Don’t Believe Everything You Think","",0,0,0,1,,,1767437749.2947,,"速读书单",,
5qoYTpuZYcELSmbLjVYzXU,"The Wealth Ladder","",0,0,0,1,,,1767437760.78446,,"速读书单",,
JYf9Rtc75Snj4SCocVYPYK,"第一性原理","",0,0,0,1,,,1767437852.24129,,"速读书单",,
VmBxtu9JCPvbE2Wh391p5H,"通往财富自由之路","",0,0,0,1,,,1767437873.19459,,"速读书单",,
2UBz9brRSAj6Si4pvsZYJH,"局外人","",0,0,0,1,,,1767452856.20029,,"速读书单",,
4r9BJhdHUpzDSnj3bghs1J,"李笑来的书","",0,0,0,1,,,1767457338.62586,,"速读书单",,
4zmFMEXfJWUtEZK7V3bDjB,"框架的胜利","",0,0,0,1,,,1767457353.91236,,"速读书单",,
DqHMPsEg1YK2rb76Bd2MNh,"当众所周知成为共识","",0,0,0,1,,,1767610104.092,,"速读书单",,
QAV2TrLUUQgLJCbeRTQtQr,"认知进阶，你的大脑为什么会骗你","",0,0,0,1,,,1767611863.44177,,"速读书单",,
JZaaRgSsFH91d8ZvHChSYx,"A Mind For Numbers","",0,0,0,1,,,1767688819.48619,,"速读书单",,
HtQdZ2LY7gt5jNKp5LMc8,"日本文化核心","",0,0,0,1,,,1767777442.8431,,"速读书单",,
2j34K7V35jn8864DbvPKG1," Understanding Media: The Extension of Man  理解媒介","",0,0,0,1,,,1767777540.13345,,"速读书单",,
Hdwo5YviBsLQ36s9azwxn4,"Ryan Holiday 的 2026 阅读清单：26 条改 1.不要只求... http://xhslink.com/o/9OUocGXvSGq","复制后打开【小红书】查看笔记！
",0,0,0,1,,,1767934995.68748,,"速读书单",,
J3BTte3jfxYGSegYvyJw2g,"Echo: Rebuilding the Natural Reflex of Language: Unlock Your Native Intuition to Master Any Language","",0,0,0,1,,,1770298864.74154,,"速读书单",,
3XXSrN8KjfFQ674SQEstwx,"以前学习为什么学不会","",0,0,0,1,,,1767354688.6896,,"我重新学习英语这件事",,
RXXCrYZV7MjgjKnTAdhFr2,"现在应该怎么学习","",0,0,0,1,,,1767354709.14267,,"我重新学习英语这件事",,
UpQ7uy3JiFAWCBJzN9vxc8,"AI到底能不能用来学语言？总结了3个最有趣实用的邪修... http://xhslink.com/o/1FP3gyx6D8T","复制后打开【小红书】查看笔记！
",0,0,0,1,,,1767931850.7843,,"我重新学习英语这件事",,
J3v21F24BAtNtxySdY9EtV,"编辑物品会覆盖成默认图","",0,0,0,1,,,1780229668.72741,,"家庭收纳",,
JCf9KhMop2r4u4Ns8h4RTY,"子分类，比如水上运动的放在哪里","",0,0,0,1,,,1780229856.7223,,"家庭收纳",,
AYRVxu2FkwZqb4nQV3GWC6,"水上运动又分成潜水的和游泳的","",0,0,0,1,,,1780229902.61254,,"家庭收纳",,
MS1RJpuwWgW3ptK9C3FYvb,"需要一个集合功能，比如旅行物品，可以创建多个，并收集多个物品","",0,0,0,1,,,1780229705.64322,,"家庭收纳",,
6UL39WUpKEdery8SiVo8M5,"@高高Lindsey 在小红书收获了43.4万次赞与收藏，查看Ta的主页>> https://xhslink.com/m/7N0WeqqwxbL","",0,0,0,1,,,1767931828.40144,,"博主模仿",,
VDDEpSF3t7PT8QVpkWgscT,"终端agent生成的产物应该放在哪，如果放在项目中的一个orbit专属的目录，那如果用户希望放到指定的位置怎么办","",0,0,0,1,,,1776915119.98319,,orbit,,
7fyd7VpGA4mQ3dea6ujZAh,"终端标题应该要可以修改，且AI会自动修改标题","",0,0,0,1,,,1776921688.12259,,orbit,,
3z8AhxkwDzhXM9jvHbHu3E,"国际化","",0,0,0,1,,,1776923059.29303,,orbit,,
5YV9v56EpbkFXhNTzeWjcn,"02_Areas/ 扁平，标签分组，每个 area 是一个独立目录。 那如何为目录做标签？","",0,0,0,1,,,1776936670.07882,,orbit,,
2TRTkGpHYABvhT9vts2sNY,"支持copilot cli","",0,0,0,1,,,1776942420.25143,,orbit,,
PGNGmsn7zgZyYV77aaXQ4p,"inbox的agent审批消息在终端审批过后，没有更新状态","",0,0,0,1,,,1776942467.3982,,orbit,,
EmKncf4FbApRanrZ5kdfXC,"","",0,0,0,1,,,1776942641.80271,,orbit,,
KmD6Au3VA4sFDUqCm1Qc5j,"","",0,0,0,1,,,1777021963.43305,,orbit,,
LYsMZd6FGPHT1odUVtu44Q,"定时任务，应该是个对话列表+ 对话详情","",0,0,0,1,,,1777218993.40583,,orbit,,
DswdBgWnH7dFjPAnHKeteJ,"设计一个通用对话流","",0,0,0,1,,,1777219015.97031,,orbit,,
KfHd4kBxWW1FbFp5sEBonV,"产物预览","",0,0,0,1,,,1777219030.58888,,orbit,,
FBk3YRxht4E76bCCrvtwdZ,"","",0,0,0,1,,,1778314225.92322,,"5.9-5.10周末待办",,
P7JBWzhesruuxapAyZqtZu,"拍一些蓝色照片和视频","",0,0,0,1,,,1781757314.50863,,"神户",,
GBD3cqNrRBvv8319xuyMVg,"当我确定了主题之后，接下来怎么办","",0,0,0,1,,,1775570470.92428,,"学习写作",,
9FG2vUwCcFJAFCmgB5ppXe,"如何快速的找到表达内容里的核心点","",0,0,0,1,,,1775570483.70685,,"学习写作",,
EzKnoSqFzt1XCfS4bQCSzg,"","",0,0,0,1,,,1775570515.0249,,"学习写作",,
2sypt1YMmfEzb6ksKz4Qpo,"把cursor，v0， repilt 花光","",0,0,0,1,,,1776421542.4771,,"417-419周末待办",,
S75JRbkKa6Df9ktWxCe8CY,"research agent","",0,0,0,1,,,1776421576.44481,,"417-419周末待办",,
8osB6Zo4gutSnyTSMEFYyY,"","",0,0,0,1,,,1776502411.01623,,"417-419周末待办",,
HMXeSUE1cToDx5n3baxF98,"每周照片","",0,0,0,2,,,1767007744.40618,,"每周照片",,
WWF1SShpMJBEVqNoX7Gij4,"每周照片","",0,0,0,2,,,1768492800.0,,"每周照片",,
PriAUwqfX74eKu5E4udXdK,https://mp.weixin.qq.com/s/_aFSuWPLX2LZMvCW5eaJ-w,"",0,0,0,1,,,1767537196.99855,,"速读文章",,
WGFRXi5y9yhoCZbj33gBh5,"把各种各样日常的东西用ai做成另一个东西记得抬头和低头 多拍几张，总会有用上的，规整的固然... http://xhslink.com/o/So5X5wghXU","复制后打开【小红书】查看笔记！
",0,0,0,1,,,1768800514.66923,,"速读文章",,
VRbgRqy5RFwUdA4YSki1Cx,"翁家翌：OpenAI，GPT，强化学习，Infra 后训练，天授... http://xhslink.com/o/4CNrNkOZ45S","复制后打开【小红书】查看笔记！
",0,0,0,1,,,1768800112.37093,,"速读文章",,
6KE1WUGgt99uRvw98oKdsi,https://www.bilibili.com/video/BV194igB3EH2/?share_source=copy_web&vd_source=1222e450da525f8355db01a322b1cca5,"",0,0,0,1,,,1767799198.55324,,"速读文章",,
AWDQZA1ivyiB8VCXD1M93j,"告别AI直男审美！这个开源UI/UX插件太香了 http://xhslink.com/o/4N5h7iZ5DTH","复制后打开【小红书】查看笔记！
",0,0,0,1,,,1767708364.98772,,"速读文章",,
9hfdboqw3Uj7Pd9Wq6DQN7,"建议都学习一下这套Claude Code工作流！ 最近看了一期... http://xhslink.com/o/7ex2z1EvAvk","复制后打开【小红书】查看笔记！
",0,0,0,1,,,1769868799.81009,,"速读文章",,
CGAyH3oN44PxN5U5qU7gfn,"2026靠这10个AI技能，拉开差距 其实现在用 AI， 真的... http://xhslink.com/o/7waSBPygM8R","复制后打开【小红书】查看笔记！
",0,0,0,1,,,1768558092.00616,,"速读文章",,
J5mGCGbiV5d7TDQJbbaSd7,https://km.woa.com/articles/show/650478,"",0,0,0,1,,,1767865581.26411,,"速读文章",,
M5tA621RYy3iraxTJDaPcH,https://medium.com/learn-love-code/learnings-from-learning-how-to-learn-19d149920dc4#.jcklvssn4,"",0,0,0,1,,,1767688404.00943,,"速读文章",,
U4QvT2aQfm9t95HfCTc8Nq,"2026一年，读完让油管大神Dankoe逆袭的书籍 1. 《The ... http://xhslink.com/o/1k0fsoBdfHy","复制后打开【小红书】查看笔记！
",0,0,0,1,,,1767695925.48496,,"速读文章",,
Nwn7dFNLY9fofSDm7GrXV8,"Anthropic黑客松冠军开源的Claude Code配置 Claude Co... http://xhslink.com/o/V41x7wif47","复制后打开【小红书】查看笔记！
",0,0,0,1,,,1769868754.66867,,"速读文章",,
2xMjc5pSwtZk2iQ1XtJgSC,"营养学","",0,0,0,1,,,1777135847.19072,,"学新知识",,
R87yYWG22hgjnwSEg2iZbV,"烹饪","",0,0,0,1,,,1777135851.47646,,"学新知识",,
2rdCPJxrQ4d4vxnCLApSr8,"健康作息","",0,0,0,1,,,1777135856.62048,,"学新知识",,
51hnhE1eieZvsiUESzMnNo,"献给阿尔吉侬的花束","克莱因壶、球状闪电、永恒的终结",0,0,0,1,,,1767425159.94897,,"精读书单",,
MgDnXwUFsNpULZXifHTdWq,"银河系漫游指南","",0,0,0,1,,,1767437191.51495,,"精读书单",,
KfsLMACtxqxmw4Se2A5sxy,"太阳的阴影","",0,0,0,1,,,1767777576.34413,,"精读书单",,
Nv28xU6pnSTUF8qfJwmz3m,https://www.youtube.com/watch?v=FKTxC9pl-WM,"",0,0,0,1,,,1767688380.06841,,"速读youtube",,
8G3Ay8ZQTgnbnkctEpt825,"找到自己想做风格的一个人，拉片，各种分析","",0,0,0,1,,,1766489473.78545,,"做视频",,
NQ9FCCuXHe1QfhDgoWcaRa,"复盘一月","",0,0,0,1,,,1769961508.20325,,"如何复盘",,
24Pgw3UvrmgJGhrBnQBycr,"增加和系统对齐的相机能力","",0,0,0,1,,,1781694396.51247,,honie,,
NXZXTT5CMR529xf2WUpj5i,"学习swift 的各种动画的术语","",0,0,0,1,,,1781691890.49103,,honie,,
ED887DJaBL9X8Q3z9N59xK,"跑通image到figma到codex的流程","",0,0,0,1,,,1781691913.75263,,honie,,
17jGMrAtPJSBYb4TKPaHfd,"月份限定本子和收纳架","",0,0,0,1,,,1781694460.8965,,honie,,
GE8av33GnpDeGX5StviTGn,"图标集合生图工作流","",0,0,0,1,,,1782376622.91404,,honie,,
89RmbPRpPoezFURcRwSsEd,"描边做成高级设置和模板，模板可以选直线，虚线，等各种快速描边。","",0,0,0,1,,,1782402255.26407,,honie,,
FaLKW2RHfCVR9JKCA54Utu,"有没有办法直接执行claudecode并让他执行某件事","肯定是可以的，比如slock，一定是把消息推到那边了",0,3,0,1,132795008,,1776773657.36158,1778314176.39285,,,
W7g2SB2FokhrE2USFHfaU2,"语音按钮样式","",0,3,0,1,132762368,,1766391162.09756,1766402117.71146,,,
WBFTZRX3RcgJh9327A57EB,"管家replace改成当前页加载","",0,3,0,1,132762368,,1766391626.31757,1766392897.10663,,,
YPM3rSr1mjizdjwb7Z9VsZ,"做每一件事情，都看看能否记录一个长期的坚持","",0,3,0,1,132795008,,1776702824.82197,1778314194.39385,,,
CYUkaQbx9KQNkysRHqfAuc,"1.《无路之路》2. 《模仿欲望》","3.《四千周》4.《纳瓦尔宝典》

5.《随机漫步的傻瓜》

6.《重塑幸福》7.《沉思录》
",0,3,0,1,132780800,,1767710852.7303,1768294714.53832,,,
Gg7iQ3pb9sQAc1SfUYUusk,"爬取微信读书神作榜","",0,3,0,1,132780544,,1767534713.3408,1767669623.79187,,,
YbpKFBRJsskBwHXyxxoiDt,"找一个国外对标的好的读书榜单","",0,3,0,1,132780544,,1767534726.26092,1771258593.53786,,,
Fi9s3YfaqR5HUW4784K7qy,"训记调整","",0,3,0,1,132782464,,1767708833.41306,1769578669.24813,,,
8mrn4ZcCexx1iacNDH3tea,"连线流动动画","",0,3,0,1,132762752,,1766129575.52065,1766648058.85147,,,"feature/ryanbzhou_129432394 ENV_ID: sit-e6d30828"
YGAezLC8ZgTRBHEkpRucCU,"把flomo的洞察抄了","",0,3,0,1,132781952,,1768468868.51489,1769578673.49859,,,
BGYpAUoWwm5yM2TTjsAY7Q,"年终总结稿子","",0,3,0,1,132762880,,1766740967.48923,1767262728.60132,,,
AK67jFVrWxovkc2HUbHLYh,"做一个观点辩论prompt ","",0,3,0,1,132781952,,1768468880.60487,1769578676.08288,,,
XU98SZ4eJWr5FDxFxnRfRa,"稍后计划此待办事项","再次点击日历按钮，但是这次请选择未来的日期。那天到来时，它会自动显示在“今天”列表中。

在项目中，计划在稍后日期完成的待办事项会出现在底部。",0,3,0,2,132759936,,1764594884.82583,1764665245.38974,,,"了解基础知识"
46kjRJhfHLuCQXFUrHAjiQ,"在其他设备上获取 Things","您也可以在其他设备上获取该 App。Things 将同步所有内容。✨

iPad: culturedcode.com/things/ipad/appstore/
iPhone: culturedcode.com/things/iphone/appstore/
Vision: culturedcode.com/things/vision/appstore/",0,3,0,1,,,1764594884.83526,1764665103.47611,,,"在您离开之前…"
EociajzHJwEGxYauoJwq1J,"任何问题？我们随时为您解答！","如果您有任何问题，请前往我们的网站，上面有许多技术支持文章供您参阅。您也可以向我们发送信息，我们很乐意提供帮助！

culturedcode.com/things/support/",0,3,0,1,,,1764594884.83548,1764665230.74873,,,"在您离开之前…"
V3HPcUkeJF8xgtjGKT1ttQ,"显示您的日历事件","您可将日历连接到 Things，一并查看所有事件和待办事项。前往“Things”→“设置”（或“偏好设置”）→“日历”，以启用此功能。",0,3,0,1,,,1764594884.8276,1764645863.92398,,,"调整您的设置"
DV9hNyAwQcwf1zeLBH8CKU,"计划您的晚上","使用 Things 管理工作和个人生活时，您会发现可以轻松将部分待办事项设置为今天晚些时候处理。点按下方的日历按钮，并选择“今晚”。",0,3,0,1,,,1764594884.83238,1764663863.1385,,,"提高工作效率"
AVxxByhTS2f61vpgSMZEqt,"为这款应用程序评分","若您喜欢 Things，请前往 App Store 给我们点评 – 小动作，大不同！

culturedcode.com/things/mac/appstore/",0,3,0,1,,,1764594884.83505,1764665096.113,,,"在您离开之前…"
NUmWKimPeaZYTujQH4rFno,"完成了！","这是您真正需要了解的全部信息。开始添加自己的项目和待办事项吧。

您可以稍后返回此项目，了解下面的高级功能。项目结束时，点按顶部的进度环，将其标记为完成。

我们希望您喜欢 Things！",0,3,0,1,,,1764594884.82699,1764645748.64326,,,"了解基础知识"
2wqxKAUzuYoF9We2KzmvdV,"创建项目","更重要的功能！在侧边栏底部，轻点“+ 新建列表”可以添加自己的项目。",0,3,0,1,,,1764594884.82644,1764645622.74357,,,"了解基础知识"
7KcJqE3eV4voUkYAaAPh5c,"添加小组件","小组件可让您从 Mac 桌面或屏幕右方的通知中心快速访问您的列表（需要 macOS 14 或更新版本）。

您可以添加任意数量的小组件。请按照以下步骤操作：",0,3,0,1,,,1764594884.82785,1764661247.66234,,,"调整您的设置"
DH2bKTAW15FKNCk7j45GtE,"将此待办事项添加到您的今天列表中","点按下面的日历按钮，计划您将何时完成此待办事项。选择今天。",0,3,0,1,132759808,,1764594884.82552,1764665248.50642,,,"了解基础知识"
TdRWJQh7ftiPqXrdaEneEb,"为待办事项添加标签","通过标签，您可以在 Things 中自定义工作流程。

例如，您可以…
- 使用标签标记地点，例如“办公室”或“家庭”。
- 标记您所有的“差旅”。
- 使用“重要”标签区分待办事项优先级。
- 标记您正在与“凯特”一起做的事情。
- 或者您可以创作自己的标签。

若要添加标签，点按下面的标签按钮。若要查看某标签的所有待办事项，通过“快速查找”进行搜索。",0,3,0,1,,,1764594884.8308,1764665376.14999,,,"提高工作效率"
4SvatazVxZFaEGUpTj4cMo,"创建新待办事项","轮到您了 – 只需点击键盘上的 ⌘N。",0,3,0,1,,,1764594884.82521,1764645377.87885,,,"了解基础知识"
NX3igbQekhsYUYL7EDMWxa,"使用“”标记为备注添加结构","Things 支持使用“标记”来为备注添加结构和样式。

如果您不了解“标记”功能，可以看看下面的使用说明。如果要突出强调一个词，可以为其加星号，就像*强调*。您可以看到，Things 可以检测到这种用法，并将这个词显示为斜体。如果您删除星号，这个词将恢复为正常字体。

以下是一些示例：
- 使用两个星号可以将文字**加粗**。
- 使用冒号可以::高亮显示::文字。
- 在一行的开头插入 “#”，可以将其设置为标题，例如：

# 这就是标题

---

“标记”看起来可能有点奇怪，不过它可以帮助您在输入过程中快速添加文字的样式。我们也提供了键盘快捷键，您可以在“编辑” → “标记”中找到相应的快捷键。

如需了解更多信息，请查看我们的“标记指南”：culturedcode.com/things/help/markdown/",0,3,0,1,,,1764594884.83431,1764664065.3674,,,"提高工作效率"
9Psbi5W7HDct9g74QZeBrV,"组织区域","为生活的各个不同部分创建“区域”，例如工作、家庭、理财等。您可以将项目拖入到区域中，方便进行整理。

在边栏底部，点按“+ 新列表”按钮，创建一个列表。

与项目不同的是，区域不会标记为完成。",0,3,0,1,,,1764594884.82673,1764645718.23786,,,"了解基础知识"
